1;9
1;16
1;29
1;55
1;111
1;464
2;7
2;16
2;26
2;50
2;124
2;464
3;9
3;11
3;36
3;48
3;124
3;461
4;3
4;11
4;37
4;49
4;123
4;464
5;9
5;17
5;38
5;57
5;124
5;463
6;4
6;19
6;21
6;47
6;124
6;464
7;4
7;17
7;30
7;41
7;124
7;213
8;8
8;15
8;39
8;42
8;124
8;465
9;5
9;14
9;28
9;43
9;124
9;464
10;7
10;18
10;30
10;51
10;124
10;463
11;6
11;15
11;32
11;57
11;124
11;463
12;7
12;15
12;26
12;43
12;124
12;460
13;9
13;17
13;30
13;49
13;124
13;463
14;8
14;10
14;38
14;42
14;124
14;463
15;8
15;19
15;33
15;60
15;124
15;464
16;9
16;19
16;20
16;44
16;123
16;463
17;7
17;18
17;30
17;64
17;124
17;464
18;8
18;17
18;30
18;42
18;125
18;465
19;7
19;14
19;30
19;40
19;124
19;463
20;7
20;15
20;27
20;50
20;124
20;462
21;3
21;19
21;25
21;46
21;124
21;463
22;4
22;12
22;25
22;53
22;89
22;464
23;5
23;18
23;30
23;42
23;124
23;465
24;9
24;11
24;22
24;46
24;124
24;463
25;5
25;11
25;20
25;51
25;125
25;464
26;4
26;11
26;20
26;43
26;85
26;317
27;5
27;18
27;29
27;62
27;83
27;214
28;9
28;15
28;27
28;49
28;123
28;214
29;9
29;10
29;22
29;59
29;124
29;214
30;7
30;11
30;25
30;49
30;82
30;214
31;9
31;10
31;30
31;45
31;124
31;214
32;9
32;15
32;20
32;49
32;124
32;214
33;5
33;17
33;29
33;41
33;86
33;214
34;8
34;11
34;25
34;44
34;93
34;214
35;7
35;10
35;28
35;44
35;91
35;214
36;3
36;10
36;39
36;40
36;159
36;160
37;9
37;17
37;30
37;40
37;87
37;214
38;9
38;10
38;28
38;65
38;97
38;214
39;7
39;10
39;21
39;41
39;81
39;214
40;9
40;10
40;22
40;68
40;84
40;217
41;9
41;10
41;30
41;67
41;89
41;166
42;7
42;11
42;30
42;46
42;87
42;166
43;7
43;14
43;32
43;57
43;89
43;186
44;3
44;14
44;30
44;43
44;93
44;172
45;7
45;11
45;28
45;78
45;80
45;170
46;9
46;18
46;30
46;54
46;93
46;218
47;9
47;17
47;30
47;53
47;107
47;162
48;3
48;11
48;30
48;50
48;99
48;160
49;3
49;17
49;30
49;50
49;90
49;211
50;6
50;18
50;30
50;44
50;87
50;238
51;8
51;11
51;23
51;77
51;80
51;162
52;6
52;11
52;23
52;62
52;97
52;202
53;8
53;15
53;26
53;49
53;83
53;216
54;3
54;10
54;30
54;57
54;96
54;179
55;9
55;15
55;30
55;68
55;80
55;173
56;9
56;16
56;24
56;56
56;84
56;180
57;8
57;12
57;25
57;42
57;90
57;169
58;8
58;18
58;30
58;70
58;96
58;173
59;6
59;17
59;30
59;55
59;95
59;204
60;3
60;10
60;30
60;49
60;96
60;172
61;7
61;11
61;30
61;44
61;86
61;178
62;9
62;10
62;24
62;43
62;95
62;177
63;9
63;10
63;29
63;63
63;95
63;163
64;7
64;13
64;22
64;42
64;89
64;169
65;9
65;11
65;20
65;40
65;90
65;185
66;6
66;19
66;37
66;54
66;84
66;162
67;9
67;11
67;30
67;45
67;95
67;172
68;8
68;12
68;30
68;50
68;86
68;201
69;8
69;11
69;22
69;71
69;101
69;164
70;6
70;12
70;22
70;44
70;103
70;193
71;5
71;17
71;20
71;47
71;102
71;174
72;3
72;19
72;36
72;43
72;117
72;217
73;3
73;19
73;20
73;63
73;88
73;181
74;7
74;12
74;33
74;44
74;84
74;181
75;8
75;18
75;30
75;50
75;80
75;205
76;4
76;15
76;30
76;52
76;98
76;211
77;3
77;14
77;30
77;75
77;81
77;232
78;6
78;17
78;30
78;45
78;81
78;182
79;5
79;15
79;33
79;49
79;95
79;180
80;7
80;16
80;30
80;55
80;103
80;166
81;9
81;12
81;30
81;49
81;85
81;162
82;3
82;18
82;30
82;77
82;101
82;174
83;5
83;10
83;30
83;51
83;101
83;180
84;3
84;19
84;30
84;49
84;92
84;191
85;7
85;11
85;20
85;55
85;83
85;224
86;5
86;15
86;30
86;63
86;113
86;176
87;8
87;14
87;30
87;45
87;126
87;228
88;9
88;12
88;36
88;46
88;82
88;184
89;4
89;11
89;30
89;42
89;87
89;194
90;8
90;14
90;22
90;50
90;97
90;246
91;4
91;17
91;27
91;40
91;92
91;173
92;5
92;15
92;35
92;52
92;89
92;223
93;3
93;12
93;30
93;49
93;159
93;160
94;9
94;13
94;30
94;41
94;83
94;246
95;1
95;10
95;26
95;49
95;82
95;245
96;2
96;10
96;24
96;44
96;87
96;160
97;8
97;18
97;37
97;40
97;91
97;160
98;6
98;13
98;21
98;72
98;126
98;198
99;7
99;14
99;21
99;72
99;127
99;466
