0;5
0;10
0;20
0;73
0;146
0;279
1;9
1;10
1;30
1;56
1;136
1;213
2;4
2;17
2;22
2;45
2;156
2;246
3;6
3;17
3;23
3;46
3;111
3;215
4;4
4;17
4;22
4;66
4;158
4;174
5;2
5;17
5;22
5;66
5;90
5;181
6;5
6;15
6;26
6;59
6;80
6;188
7;4
7;13
7;38
7;79
7;106
7;188
8;9
8;13
8;25
8;51
8;106
8;161
9;3
9;13
9;33
9;78
9;159
9;210
10;4
10;13
10;37
10;46
10;80
10;251
11;7
11;13
11;26
11;79
11;80
11;160
12;2
12;13
12;26
12;79
12;80
12;161
13;2
13;10
13;23
13;41
13;108
13;216
14;3
14;12
14;23
14;41
14;123
14;506
15;4
15;16
15;33
15;45
15;137
15;224
16;9
16;15
16;31
16;52
16;106
16;212
17;5
17;14
17;38
17;76
17;106
17;226
18;3
18;13
18;37
18;45
18;136
18;223
19;6
19;18
19;22
19;45
19;136
19;180
20;9
20;15
20;33
20;45
20;111
20;180
21;7
21;10
21;22
21;54
21;136
21;274
22;3
22;17
22;22
22;45
22;128
22;252
23;3
23;16
23;22
23;75
23;125
23;260
24;3
24;17
24;22
24;75
24;128
24;252
25;7
25;19
25;37
25;75
25;127
25;257
26;8
26;16
26;31
26;69
26;107
26;216
27;2
27;17
27;22
27;54
27;101
27;209
28;9
28;11
28;25
28;41
28;103
28;207
29;3
29;19
29;22
29;74
29;103
29;206
30;3
30;12
30;22
30;75
30;103
30;207
31;3
31;17
31;22
31;54
31;103
31;204
32;3
32;16
32;22
32;53
32;106
32;218
33;3
33;17
33;22
33;45
33;108
33;215
34;3
34;18
34;22
34;53
34;101
34;206
35;2
35;19
35;26
35;59
35;99
35;203
36;8
36;16
36;36
36;69
36;97
36;187
37;3
37;16
37;37
37;53
37;89
37;181
38;1
38;11
38;37
38;53
38;89
38;180
39;4
39;10
39;23
39;44
39;90
39;179
40;9
40;12
40;25
40;42
40;90
40;213
41;0
41;17
41;22
41;78
41;157
41;168
42;5
42;19
42;33
42;45
42;111
42;176
43;6
43;19
43;33
43;78
43;158
43;174
44;2
44;19
44;22
44;65
44;90
44;178
45;4
45;18
45;26
45;78
45;80
45;188
46;5
46;16
46;26
46;40
46;135
46;188
47;8
47;19
47;37
47;51
47;136
47;161
48;8
48;10
48;33
48;67
48;88
48;210
49;6
49;12
49;38
49;46
49;123
49;210
50;9
50;13
50;27
50;79
50;159
50;160
51;5
51;13
51;39
51;79
51;80
51;160
52;5
52;14
52;39
52;40
52;80
52;160
53;5
53;12
53;21
53;43
53;97
53;167
54;6
54;18
54;22
54;45
54;137
54;224
55;5
55;19
55;26
55;46
55;106
55;160
56;9
56;14
56;22
56;76
56;107
56;174
57;5
57;13
57;37
57;51
57;101
57;225
58;8
58;18
58;23
58;45
58;89
58;181
59;3
59;18
59;33
59;45
59;111
59;180
60;9
60;11
60;24
60;54
60;135
60;273
61;0
61;17
61;22
61;45
61;127
61;252
62;5
62;17
62;22
62;75
62;126
62;261
63;8
63;17
63;37
63;75
63;129
63;253
64;6
64;19
64;22
64;54
64;126
64;259
65;9
65;15
65;26
65;59
65;103
65;429
66;3
66;13
66;22
66;53
66;104
66;203
67;9
67;13
67;25
67;41
67;103
67;200
68;0
68;19
68;22
68;75
68;103
68;207
69;4
69;18
69;22
69;75
69;103
69;206
70;8
70;19
70;23
70;75
70;102
70;204
71;4
71;17
71;22
71;53
71;110
71;218
72;5
72;17
72;22
72;54
72;109
72;216
73;5
73;17
73;22
73;44
73;104
73;213
74;5
74;11
74;22
74;54
74;104
74;198
75;4
75;17
75;22
75;75
75;91
75;193
76;5
76;11
76;22
76;75
76;92
76;188
77;6
77;17
77;34
77;45
77;90
77;184
78;5
78;16
78;37
78;44
78;90
78;179
79;9
79;15
79;31
79;75
79;90
79;181
80;7
80;17
80;22
80;44
80;92
80;201
81;3
81;17
81;22
81;45
81;134
81;201
82;6
82;17
82;23
82;78
82;146
82;174
83;3
83;17
83;22
83;65
83;89
83;199
84;3
84;19
84;23
84;77
84;81
84;218
85;6
85;15
85;27
85;40
85;135
85;188
86;3
86;16
86;38
86;63
86;80
86;161
87;9
87;12
87;37
87;67
87;88
87;251
88;6
88;13
88;33
88;76
88;156
88;222
89;6
89;13
89;26
89;79
89;159
89;211
90;9
90;10
90;39
90;53
90;80
90;160
91;6
91;13
91;26
91;40
91;81
91;160
92;9
92;13
92;23
92;40
92;91
92;215
93;8
93;12
93;34
93;50
93;82
93;182
94;3
94;17
94;27
94;45
94;88
94;182
95;6
95;15
95;39
95;53
95;106
95;212
96;8
96;13
96;37
96;76
96;106
96;226
97;7
97;17
97;36
97;45
97;135
97;223
98;1
98;17
98;33
98;67
98;112
98;199
99;9
99;11
99;26
99;45
99;113
99;186
100;7
100;17
100;27
100;45
100;137
100;256
101;6
101;17
101;34
101;68
101;129
101;252
102;5
102;12
102;22
102;75
102;126
102;259
103;3
103;17
103;22
103;75
103;126
103;252
104;5
104;18
104;26
104;77
104;126
104;260
105;7
105;19
105;39
105;69
105;108
105;217
106;9
106;19
106;23
106;53
106;103
106;204
107;8
107;10
107;23
107;62
107;103
107;207
108;3
108;19
108;22
108;74
108;103
108;206
109;6
109;19
109;20
109;79
109;101
109;201
110;3
110;11
110;22
110;44
110;110
110;211
111;7
111;12
111;22
111;53
111;107
111;218
112;9
112;13
112;22
112;44
112;110
112;208
113;9
113;17
113;23
113;67
113;134
113;270
114;9
114;17
114;26
114;67
114;80
114;270
115;5
115;17
115;22
115;67
115;91
115;188
116;7
116;17
116;27
116;67
116;89
116;182
117;6
117;17
117;33
117;45
117;89
117;180
118;9
118;11
118;33
118;67
118;90
118;181
119;9
119;10
119;30
119;56
119;89
119;270
120;8
120;17
120;33
120;45
120;156
120;201
121;8
121;17
121;32
121;45
121;112
121;215
122;3
122;17
122;22
122;66
122;158
122;174
123;1
123;19
123;22
123;66
123;90
123;181
124;9
124;15
124;26
124;59
124;80
124;188
125;5
125;16
125;38
125;79
125;106
125;188
126;9
126;13
126;25
126;51
126;106
126;161
127;3
127;13
127;33
127;77
127;159
127;210
128;2
128;13
128;37
128;46
128;80
128;251
129;9
129;17
129;20
129;79
129;80
129;160
130;3
130;13
130;26
130;79
